"","satisfaction_level","last_performance_rating","number_of_projects","avg_monthly_hours","years_at_company","had_work_accident","has_left_company","promoted_in_last_5_years","Department","salary_level"
"7269",0.55,0.68,3,185,2,0,0,0,"sales","low"
"7270",0.5,0.64,5,195,2,0,0,0,"sales","low"
"7271",0.46,0.41,6,148,4,0,0,0,"sales","low"
"7272",0.61,0.82,3,157,2,0,0,0,"accounting","low"
"7273",0.91,0.98,4,146,3,0,0,0,"accounting","low"
"7274",0.5,0.94,3,262,4,0,0,0,"accounting","low"
"7275",0.75,0.82,3,169,3,0,0,0,"hr","low"
"7276",0.74,0.87,3,192,3,1,0,0,"hr","low"
"7277",0.62,0.53,4,147,2,0,0,0,"hr","low"
"7278",0.87,0.76,5,254,2,1,0,0,"hr","low"
"7279",0.13,0.72,3,244,4,0,0,0,"technical","medium"
"7280",0.71,0.43,2,100,6,0,0,0,"technical","medium"
"7281",0.7,0.9,3,173,2,0,0,0,"technical","medium"
"7282",0.32,0.87,2,197,2,1,0,0,"technical","medium"
"7283",0.84,0.72,3,256,4,0,0,0,"technical","medium"
"7284",0.79,0.87,4,253,2,0,0,0,"technical","medium"
"7285",0.97,0.64,4,152,2,0,0,0,"technical","medium"
"7286",0.76,0.58,5,136,3,0,0,0,"technical","medium"
"7287",0.97,0.63,3,141,3,0,0,0,"technical","medium"
"7288",0.53,0.4,5,212,3,1,0,0,"technical","medium"
"7289",0.61,0.57,4,144,3,0,0,0,"technical","medium"
"7290",0.94,0.89,2,118,4,0,0,0,"support","medium"
"7291",0.52,0.79,5,265,3,1,0,0,"support","high"
"7292",0.91,0.67,3,143,3,0,0,0,"support","low"
"7293",0.52,0.63,3,230,2,0,0,0,"support","medium"
"7294",0.59,0.68,5,243,2,0,0,0,"support","medium"
"7295",0.61,0.71,3,152,4,1,0,0,"support","medium"
"7296",0.78,0.78,3,252,3,0,0,0,"support","medium"
"7297",0.44,0.67,3,113,2,0,0,0,"support","low"
"7298",0.8,0.97,4,259,2,0,0,0,"support","low"
"7299",0.54,0.6,4,139,5,0,0,0,"support","low"
"7300",0.96,0.91,4,228,3,1,0,0,"support","low"
"7301",0.98,0.49,4,214,3,0,0,0,"technical","low"
"7302",0.83,0.91,4,210,4,0,0,0,"technical","low"
"7303",0.64,0.89,4,146,3,0,0,0,"technical","low"
"7304",0.51,0.78,3,155,2,0,0,0,"management","low"
"7305",0.31,0.42,2,169,5,0,0,0,"IT","low"
"7306",0.53,0.68,3,258,3,0,0,0,"IT","low"
"7307",0.81,0.53,3,258,2,0,0,0,"IT","low"
"7308",0.17,0.85,3,168,4,0,0,0,"IT","low"
"7309",0.72,0.98,3,211,2,0,0,0,"IT","low"
"7310",0.49,0.49,2,245,3,0,0,0,"product_mng","low"
"7311",0.81,0.95,3,204,2,0,0,0,"product_mng","low"
"7312",0.75,0.98,2,161,3,0,0,0,"product_mng","low"
"7313",0.74,0.73,3,267,3,0,0,0,"product_mng","low"
"7314",0.82,0.73,3,183,3,0,0,0,"IT","low"
"7315",0.36,0.4,2,105,3,0,0,0,"RandD","low"
"7316",0.89,0.55,3,260,2,0,0,0,"RandD","low"
"7317",0.78,0.87,3,183,4,0,0,0,"RandD","low"
"7318",0.81,0.56,4,262,3,0,0,0,"RandD","medium"
"7319",0.61,0.78,4,244,4,0,0,0,"RandD","medium"
"7320",0.23,0.96,4,242,6,0,0,0,"marketing","medium"
"7321",0.73,1,4,146,3,0,0,0,"sales","medium"
"7322",0.4,0.65,4,252,6,0,0,0,"accounting","medium"
"7323",0.99,0.63,5,229,2,0,0,0,"support","medium"
"7324",0.62,0.54,4,170,3,0,0,0,"technical","medium"
"7325",0.61,0.93,3,250,4,0,0,0,"management","medium"
"7326",0.9,0.98,2,243,3,0,0,0,"marketing","medium"
"7327",0.93,0.67,4,135,3,1,0,0,"marketing","medium"
"7328",0.52,0.75,4,266,3,0,0,0,"marketing","medium"
"7329",0.77,0.72,4,223,3,0,0,0,"sales","medium"
"7330",0.59,0.76,4,234,3,0,0,0,"sales","high"
"7331",0.51,0.59,4,187,3,0,0,0,"sales","low"
"7332",0.67,0.95,3,229,3,0,0,0,"sales","medium"
"7333",0.95,0.65,3,155,2,1,0,0,"sales","medium"
"7334",0.75,0.76,3,246,3,0,0,0,"sales","medium"
"7335",0.54,0.61,3,152,3,0,0,0,"sales","medium"
"7336",0.45,0.71,2,172,2,0,0,0,"sales","low"
"7337",0.66,0.66,4,255,5,0,0,0,"sales","low"
"7338",0.36,0.69,3,98,2,0,0,0,"sales","low"
"7339",0.3,0.47,6,141,6,0,0,0,"sales","low"
"7340",0.61,0.63,4,146,4,1,0,0,"sales","low"
"7341",0.71,0.7,4,213,3,0,0,0,"sales","low"
"7342",0.6,0.99,4,160,3,0,0,0,"sales","low"
"7343",0.19,0.61,3,272,4,0,0,0,"sales","low"
"7344",0.91,1,4,125,4,0,0,0,"sales","medium"
"7345",0.98,0.69,3,152,2,0,0,0,"sales","medium"
"7346",0.9,0.78,3,162,2,0,0,0,"sales","medium"
"7347",0.73,0.94,3,251,6,0,0,0,"sales","medium"
"7348",0.52,0.56,3,225,3,0,0,0,"accounting","medium"
"7349",0.77,0.56,3,236,3,1,0,0,"accounting","medium"
"7350",0.98,0.62,3,203,2,0,0,0,"accounting","medium"
"7351",0.79,0.5,4,252,3,1,0,0,"hr","medium"
"7352",0.73,0.91,3,135,2,0,0,0,"hr","medium"
"7353",0.97,0.95,3,257,2,0,0,0,"hr","medium"
"7354",0.38,0.6,5,145,5,0,0,0,"hr","medium"
"7355",0.59,0.48,5,267,3,0,0,0,"technical","medium"
"7356",0.73,0.79,4,208,5,0,0,0,"technical","medium"
"7357",0.84,0.53,4,206,3,0,0,0,"technical","medium"
"7358",0.61,0.59,4,247,2,0,0,0,"technical","medium"
"7359",0.79,0.78,2,228,2,0,0,0,"technical","medium"
"7360",0.73,0.91,4,248,2,1,0,0,"technical","medium"
"7361",0.22,0.9,4,209,5,0,0,0,"technical","medium"
"7362",0.84,0.52,5,171,3,0,0,0,"technical","medium"
"7363",0.21,0.85,6,221,5,0,0,0,"technical","medium"
"7364",0.44,0.69,2,173,2,0,0,0,"technical","medium"
"7365",0.2,0.52,5,218,5,0,0,0,"technical","medium"
"7366",0.51,0.86,4,223,3,1,0,0,"support","medium"
"7367",0.55,0.98,3,169,2,0,0,0,"support","medium"
"7368",0.24,0.38,6,109,2,0,0,0,"support","medium"
"7369",0.65,0.77,4,273,2,0,0,0,"support","high"
"7370",0.44,0.42,3,178,3,0,0,0,"support","high"
"7371",0.98,0.67,4,189,4,0,0,0,"support","high"
"7372",0.69,0.8,5,203,2,1,0,0,"support","high"
"7373",0.71,0.56,3,177,4,0,0,0,"support","high"
"7374",0.54,0.71,5,253,2,1,0,0,"support","high"
"7375",0.77,0.98,3,273,3,0,0,0,"support","high"
"7376",0.53,0.43,2,139,3,0,0,0,"support","high"
"7377",0.64,0.72,3,185,2,1,0,0,"technical","high"
"7378",0.69,0.59,5,182,4,0,0,0,"technical","high"
"7379",0.93,0.71,5,270,2,0,0,0,"technical","high"
"7380",0.58,0.65,3,139,4,0,0,0,"management","high"
"7381",0.33,0.46,5,261,6,1,0,0,"IT","low"
"7382",0.95,0.57,3,238,3,0,0,0,"IT","low"
"7383",0.65,0.9,3,241,3,0,0,0,"IT","low"
"7384",0.9,0.7,3,223,2,0,0,0,"IT","low"
"7385",0.59,0.8,3,258,3,1,0,0,"IT","low"
"7386",0.88,0.55,4,205,4,0,0,0,"product_mng","low"
"7387",0.63,0.83,4,243,4,0,0,0,"product_mng","low"
"7388",0.53,0.61,4,198,2,0,0,0,"product_mng","low"
"7389",0.63,0.64,4,178,3,0,0,0,"product_mng","low"
"7390",0.96,0.76,4,158,3,0,0,0,"IT","low"
"7391",0.7,0.73,3,194,2,0,0,0,"RandD","low"
"7392",0.73,0.36,4,253,2,1,0,0,"RandD","low"
"7393",0.94,0.8,4,228,2,0,0,0,"RandD","low"
"7394",0.82,0.58,5,227,3,0,0,0,"RandD","low"
"7395",0.44,0.63,3,162,2,0,0,0,"RandD","low"
"7396",0.58,0.9,5,257,3,0,0,0,"marketing","medium"
"7397",0.55,0.97,2,140,2,0,0,0,"sales","medium"
"7398",0.92,0.84,3,164,2,0,0,0,"accounting","medium"
"7399",0.91,0.59,4,177,4,0,0,0,"support","medium"
"7400",0.69,0.61,4,260,4,0,0,0,"technical","medium"
"7401",0.23,0.7,4,233,2,0,0,0,"management","medium"
"7402",0.21,0.81,4,227,5,0,0,0,"marketing","medium"
"7403",0.51,0.6,4,140,3,0,0,0,"marketing","medium"
"7404",0.73,0.74,3,254,4,1,0,0,"marketing","medium"
"7405",0.65,0.67,3,245,3,0,0,0,"sales","medium"
"7406",0.64,0.48,2,157,2,0,0,0,"sales","medium"
"7407",0.77,0.49,3,265,3,0,0,0,"sales","medium"
"7408",0.71,0.79,4,261,3,0,0,0,"sales","high"
"7409",0.2,0.38,6,212,6,0,0,0,"sales","high"
"7410",0.99,0.57,4,216,3,0,0,0,"sales","high"
"7411",0.77,0.57,4,238,3,0,0,0,"sales","high"
"7412",0.8,0.56,2,204,3,0,0,0,"sales","high"
"7413",0.97,0.5,4,216,2,0,0,0,"sales","high"
"7414",0.89,0.53,4,208,3,0,0,0,"sales","high"
"7415",0.97,0.7,4,218,2,0,0,0,"sales","high"
"7416",0.23,0.99,5,176,4,1,0,0,"sales","low"
"7417",0.6,0.75,4,144,2,0,0,0,"sales","low"
"7418",0.52,0.63,5,241,3,0,0,0,"sales","low"
"7419",0.86,0.63,3,271,2,0,0,0,"sales","low"
"7420",0.86,0.95,4,184,3,0,0,0,"sales","low"
"7421",0.76,0.58,3,262,2,0,0,0,"sales","low"
"7422",0.79,0.77,6,233,6,0,0,0,"sales","low"
"7423",0.35,0.52,3,155,3,0,0,0,"sales","low"
"7424",1,0.97,5,141,2,0,0,0,"accounting","medium"
"7425",0.2,0.8,6,251,5,0,0,0,"accounting","medium"
"7426",0.57,0.62,5,141,3,0,0,0,"accounting","medium"
"7427",0.23,0.46,4,274,5,1,0,0,"hr","medium"
"7428",0.82,0.97,3,160,2,0,0,0,"hr","medium"
"7429",0.98,0.8,3,166,2,0,0,0,"hr","medium"
"7430",0.52,0.7,4,219,3,0,0,0,"hr","medium"
"7431",0.96,0.61,4,158,6,0,0,0,"technical","medium"
"7432",0.69,0.64,4,190,4,0,0,0,"technical","medium"
"7433",0.92,0.77,5,191,2,0,0,0,"technical","medium"
"7434",0.91,0.43,4,117,5,1,0,0,"technical","medium"
"7435",0.85,0.96,4,240,6,0,0,0,"technical","medium"
"7436",0.91,0.77,4,239,2,0,0,0,"technical","medium"
"7437",0.79,0.55,4,145,3,0,0,0,"technical","medium"
"7438",0.74,0.95,3,157,4,0,0,0,"technical","medium"
"7439",0.73,0.72,3,166,3,0,0,0,"technical","medium"
"7440",0.55,0.98,4,137,2,0,0,0,"technical","medium"
"7441",0.79,0.97,5,208,4,1,0,0,"technical","medium"
"7442",0.53,0.51,4,174,2,0,0,0,"support","medium"
"7443",0.7,0.6,3,267,3,0,0,0,"support","medium"
"7444",0.74,0.56,3,125,6,0,0,0,"support","medium"
"7445",0.95,0.76,4,220,3,0,0,0,"support","medium"
"7446",0.49,0.57,4,141,3,0,0,0,"support","medium"
"7447",0.79,0.9,5,146,3,1,0,0,"support","high"
"7448",0.99,0.86,3,166,2,0,0,0,"support","low"
"7449",0.56,0.79,4,197,2,0,0,0,"support","medium"
"7450",0.7,0.79,4,240,2,0,0,0,"support","medium"
"7451",0.93,0.65,4,258,3,0,0,0,"support","medium"
"7452",0.46,0.66,6,229,3,0,0,0,"support","medium"
"7453",0.24,0.61,5,252,4,0,0,0,"technical","medium"
"7454",0.32,0.41,3,138,3,1,0,0,"technical","medium"
"7455",0.5,0.78,4,208,3,1,0,0,"technical","medium"
"7456",0.58,0.72,3,113,3,1,0,0,"management","medium"
"7457",0.83,0.81,4,209,4,0,0,0,"IT","medium"
"7458",0.57,0.42,2,248,4,0,0,0,"IT","medium"
"7459",0.51,0.83,5,161,3,0,0,0,"IT","low"
"7460",0.65,0.96,2,246,2,1,0,0,"IT","low"
"7461",0.52,0.41,3,283,3,0,0,0,"IT","low"
"7462",0.77,0.7,3,145,2,0,0,0,"product_mng","low"
"7463",0.42,0.77,3,270,3,0,0,0,"product_mng","low"
"7464",0.68,0.79,4,273,4,0,0,0,"product_mng","low"
"7465",0.83,0.92,4,187,6,1,0,0,"product_mng","low"
"7466",0.66,0.63,3,166,3,0,0,0,"IT","high"
"7467",0.75,0.57,3,158,2,1,0,0,"RandD","low"
"7468",0.65,0.48,4,229,3,0,0,0,"RandD","high"
"7469",0.49,0.6,3,191,3,1,0,0,"RandD","high"
"7470",0.77,0.96,3,232,2,1,0,0,"RandD","low"
"7471",0.65,0.97,3,198,3,0,0,0,"RandD","low"
"7472",0.65,0.49,5,238,4,0,0,0,"marketing","high"
"7473",0.44,0.58,2,157,2,0,0,0,"sales","low"
"7474",0.61,0.72,4,134,2,0,0,0,"accounting","medium"
"7475",0.98,0.89,3,150,3,0,0,0,"support","high"
"7476",0.68,0.88,5,256,2,0,0,0,"technical","medium"
"7477",0.58,0.5,3,208,3,0,0,0,"management","medium"
"7478",0.81,0.92,3,136,3,0,0,0,"marketing","medium"
"7479",0.76,0.5,4,136,3,0,0,0,"marketing","medium"
"7480",0.14,0.93,4,180,4,0,0,0,"marketing","high"
"7481",0.49,0.91,3,227,3,0,0,0,"sales","medium"
"7482",0.97,0.78,5,156,3,0,0,0,"sales","medium"
"7483",0.91,0.6,4,133,4,1,0,0,"sales","medium"
"7484",0.15,0.98,2,96,2,0,0,0,"sales","high"
"7485",0.82,0.63,3,171,3,0,0,0,"sales","medium"
"7486",0.67,0.87,3,177,4,0,0,0,"sales","high"
"7487",0.5,0.96,4,274,3,0,0,0,"sales","low"
"7488",0.57,0.39,2,145,3,0,0,0,"sales","medium"
"7489",0.99,0.94,5,221,2,0,0,0,"sales","medium"
"7490",0.97,0.94,3,202,2,0,0,0,"sales","medium"
"7491",0.93,0.58,5,238,2,0,0,0,"sales","medium"
"7492",0.62,0.6,4,170,2,0,0,0,"sales","low"
"7493",0.62,0.51,4,208,2,1,0,0,"sales","low"
"7494",0.96,0.61,4,199,3,0,0,0,"sales","low"
"7495",0.98,0.96,4,253,3,0,0,0,"sales","low"
"7496",0.52,0.57,4,239,3,0,0,0,"sales","low"
"7497",0.56,0.77,5,279,4,0,0,0,"sales","low"
"7498",0.14,0.41,6,114,3,0,0,0,"sales","low"
"7499",0.29,0.38,6,105,5,0,0,0,"sales","low"
"7500",0.76,0.81,4,193,3,1,0,0,"accounting","low"
"7501",0.39,0.58,3,152,3,1,0,0,"accounting","low"
"7502",0.96,0.72,4,228,2,0,0,0,"accounting","high"
"7503",0.84,0.93,3,242,4,0,0,0,"hr","low"
"7504",0.81,0.62,4,197,3,0,0,0,"hr","low"
"7505",0.51,0.51,5,222,4,0,0,0,"hr","low"
"7506",0.87,0.75,3,222,3,0,0,0,"hr","low"
"7507",0.94,0.77,5,233,4,0,0,0,"technical","high"
"7508",0.69,0.97,4,264,3,0,0,0,"technical","low"
"7509",0.44,0.53,3,132,3,1,0,0,"technical","low"
"7510",0.85,0.55,5,182,3,0,0,0,"technical","low"
"7511",0.18,0.86,6,264,3,0,0,0,"technical","high"
"7512",0.91,0.74,6,253,2,0,0,0,"technical","low"
"7513",0.81,0.83,3,193,3,0,0,0,"technical","medium"
"7514",0.82,0.59,5,143,2,1,0,0,"technical","high"
"7515",0.48,0.79,3,180,2,0,0,0,"technical","medium"
"7516",0.92,0.84,3,220,3,1,0,0,"technical","high"
"7517",0.94,0.88,5,150,4,0,0,0,"technical","medium"
"7518",1,0.56,3,182,3,0,0,0,"support","medium"
"7519",0.96,0.91,3,257,3,0,0,0,"support","medium"
"7520",0.24,0.74,3,269,4,1,0,0,"support","medium"
"7521",0.62,0.89,5,243,3,0,0,0,"support","medium"
"7522",0.55,0.76,4,257,3,0,0,0,"support","medium"
"7523",0.82,0.52,5,233,2,0,0,0,"support","medium"
"7524",0.62,0.56,4,267,4,0,0,0,"support","medium"
"7525",0.61,0.69,4,160,2,1,0,0,"support","high"
"7526",0.72,0.52,3,143,4,1,0,0,"support","low"
"7527",0.45,0.76,4,143,2,1,0,0,"support","medium"
"7528",0.51,0.93,3,162,4,0,0,0,"support","medium"
"7529",0.42,0.53,3,181,5,0,0,0,"technical","medium"
"7530",0.69,0.64,3,286,3,0,0,0,"technical","medium"
"7531",0.61,0.66,2,111,3,0,0,0,"technical","medium"
"7532",0.5,0.98,5,177,4,0,0,0,"management","medium"
"7533",0.25,0.68,4,279,5,1,0,0,"IT","medium"
"7534",0.88,0.89,4,135,3,0,0,0,"IT","medium"
"7535",0.81,0.66,3,160,2,0,0,0,"IT","medium"
"7536",0.75,0.77,3,178,4,0,0,0,"IT","high"
"7537",0.77,0.8,3,147,3,0,0,0,"IT","low"
"7538",0.55,0.72,3,204,2,0,0,0,"product_mng","low"
"7539",0.7,0.73,5,151,2,0,0,0,"product_mng","low"
"7540",0.96,0.78,3,209,2,0,0,0,"product_mng","high"
"7541",0.18,0.73,6,225,4,0,0,0,"product_mng","low"
"7542",0.22,0.62,6,142,3,0,0,0,"IT","low"
"7543",0.95,0.49,3,158,2,0,0,0,"RandD","low"
"7544",0.37,0.71,2,139,4,0,0,0,"RandD","high"
"7545",0.84,0.45,3,263,2,0,0,0,"RandD","low"
"7546",0.8,0.68,3,160,3,0,0,0,"RandD","low"
"7547",0.57,0.55,2,173,2,0,0,0,"RandD","low"
"7548",0.98,0.63,3,169,2,0,0,0,"marketing","low"
"7549",0.95,0.62,3,161,3,0,0,0,"sales","low"
"7550",0.8,0.65,4,172,3,1,0,0,"accounting","low"
"7551",0.52,0.7,3,257,3,0,0,0,"support","low"
"7552",0.31,0.62,2,139,3,0,0,0,"technical","medium"
"7553",0.71,0.59,5,245,2,0,0,0,"management","medium"
"7554",0.71,0.85,3,260,3,0,0,0,"marketing","medium"
"7555",0.5,0.96,5,229,4,0,0,0,"marketing","medium"
"7556",0.95,0.9,2,129,5,0,0,0,"marketing","medium"
"7557",0.95,0.77,3,184,4,0,0,0,"sales","medium"
"7558",0.65,0.85,4,204,3,0,0,0,"sales","medium"
"7559",0.94,0.72,3,152,2,1,0,0,"sales","medium"
"7560",0.72,0.85,4,142,3,0,0,0,"sales","medium"
"7561",0.94,0.79,4,136,2,0,0,0,"sales","medium"
"7562",0.79,0.94,4,216,4,0,0,0,"sales","medium"
"7563",0.6,0.58,3,201,3,0,0,0,"sales","medium"
"7564",0.62,0.76,4,163,3,0,0,0,"sales","high"
"7565",0.94,0.74,4,224,5,0,0,0,"sales","low"
"7566",0.24,0.5,4,209,3,0,0,0,"sales","medium"
"7567",0.17,0.71,5,257,4,1,0,0,"sales","medium"
"7568",0.66,0.83,4,234,4,0,0,0,"sales","medium"
"7569",0.65,0.56,3,221,2,0,0,0,"sales","medium"
"7570",0.51,0.62,2,186,2,0,0,0,"sales","low"
"7571",0.41,0.75,4,199,3,0,0,0,"sales","low"
"7572",0.98,0.99,3,235,3,0,0,0,"sales","low"
"7573",0.96,0.55,5,211,2,0,0,0,"sales","low"
"7574",0.55,0.97,4,136,4,0,0,0,"sales","low"
"7575",0.99,0.71,4,155,3,0,0,0,"sales","low"
"7576",0.51,0.98,4,269,3,0,0,0,"accounting","low"
"7577",0.74,0.9,3,285,3,0,0,0,"accounting","low"
"7578",0.81,0.87,5,241,3,0,0,0,"accounting","low"
"7579",0.51,0.87,3,180,4,0,0,0,"hr","low"
"7580",0.53,0.55,5,224,2,1,0,0,"hr","low"
"7581",0.67,0.48,6,107,2,1,0,0,"hr","low"
"7582",0.68,0.64,2,167,2,0,0,0,"hr","low"
"7583",0.69,0.63,3,137,3,0,0,0,"technical","low"
"7584",0.71,0.65,4,239,3,0,0,0,"technical","low"
"7585",0.64,0.56,3,239,3,0,0,0,"technical","low"
"7586",0.62,0.58,3,148,2,1,0,0,"technical","low"
"7587",0.81,0.5,4,231,3,1,0,0,"technical","low"
"7588",0.84,0.54,4,179,2,0,0,0,"technical","low"
"7589",1,0.67,3,181,2,0,0,0,"technical","low"
"7590",0.72,0.73,5,184,4,1,0,0,"technical","low"
"7591",0.57,0.67,3,207,2,0,0,0,"technical","medium"
"7592",0.73,0.99,4,152,4,0,0,0,"technical","medium"
"7593",0.91,0.59,4,133,4,0,0,0,"technical","medium"
"7594",0.98,0.85,4,178,3,0,0,0,"support","medium"
"7595",0.58,0.95,4,173,3,0,0,0,"support","medium"
"7596",0.73,0.52,2,113,5,1,0,0,"support","medium"
"7597",0.96,0.95,3,236,2,0,0,0,"support","medium"
"7598",0.57,0.98,3,188,5,0,0,0,"support","medium"
"7599",0.77,0.73,3,269,2,0,0,0,"support","medium"
"7600",0.3,0.85,2,203,3,0,0,0,"support","medium"
"7601",0.85,0.75,3,214,3,0,0,0,"support","medium"
"7602",0.49,0.83,2,185,6,0,0,0,"support","medium"
"7603",0.77,0.43,4,265,6,0,0,0,"support","high"
"7604",1,0.99,4,184,4,0,0,0,"support","low"
"7605",0.85,0.74,3,157,3,0,0,0,"technical","medium"
"7606",0.87,0.75,3,258,3,0,0,0,"technical","medium"
"7607",0.9,0.79,3,222,6,1,0,0,"technical","medium"
"7608",0.71,0.8,5,248,4,0,0,0,"management","medium"
"7609",0.59,0.56,5,162,4,0,0,0,"IT","low"
"7610",0.85,0.74,3,250,3,1,0,0,"IT","low"
"7611",0.72,0.82,4,231,3,0,0,0,"IT","low"
"7612",0.73,0.65,3,165,3,0,0,0,"IT","low"
"7613",0.9,0.54,3,272,2,0,0,0,"IT","low"
"7614",0.59,0.65,4,177,2,0,0,0,"product_mng","low"
"7615",0.52,0.9,3,133,3,0,0,0,"product_mng","low"
"7616",0.85,0.49,4,159,3,0,0,0,"product_mng","low"
"7617",0.35,0.4,3,130,3,0,0,0,"product_mng","low"
"7618",0.7,0.68,3,185,4,0,0,0,"IT","low"
"7619",0.58,0.86,3,182,3,0,0,0,"RandD","low"
"7620",0.89,0.5,2,238,4,0,0,0,"RandD","low"
"7621",0.54,0.63,3,211,3,0,0,0,"RandD","low"
"7622",0.55,0.89,4,209,3,0,0,0,"RandD","low"
"7623",0.77,0.62,5,190,3,0,0,0,"RandD","low"
"7624",0.55,0.61,4,272,4,1,0,0,"marketing","low"
"7625",0.6,0.77,3,202,3,0,0,0,"sales","low"
"7626",0.75,0.9,4,185,3,0,0,0,"accounting","low"
"7627",0.57,0.88,3,176,3,0,0,0,"support","low"
"7628",0.69,0.94,4,239,3,0,0,0,"technical","low"
"7629",0.87,0.98,4,238,3,1,0,0,"management","low"
"7630",0.69,0.36,5,269,6,1,0,0,"marketing","medium"
"7631",0.58,0.92,3,232,5,0,0,0,"marketing","medium"
"7632",0.87,0.64,2,148,6,1,0,0,"marketing","medium"
"7633",0.71,0.77,3,149,2,0,0,0,"sales","medium"
"7634",0.74,0.78,4,203,2,0,0,0,"sales","medium"
"7635",0.75,0.53,5,235,3,0,0,0,"sales","medium"
"7636",0.5,0.54,2,269,2,1,0,0,"sales","medium"
"7637",0.59,0.86,4,260,2,0,0,0,"sales","medium"
"7638",0.81,0.84,3,216,3,0,0,0,"sales","medium"
"7639",0.34,0.55,3,136,2,1,0,0,"sales","medium"
"7640",0.53,0.87,5,158,3,0,0,0,"sales","medium"
"7641",0.94,0.85,4,180,4,0,0,0,"sales","medium"
"7642",0.76,0.77,5,133,2,0,0,0,"sales","high"
"7643",0.2,0.58,5,199,4,0,0,0,"sales","low"
"7644",0.97,0.67,3,169,2,1,0,0,"sales","medium"
"7645",0.96,0.72,3,195,2,0,0,0,"sales","medium"
"7646",0.81,0.5,5,205,3,0,0,0,"sales","medium"
"7647",0.2,0.48,4,156,4,1,0,0,"sales","medium"
"7648",0.53,0.71,3,125,2,1,0,0,"sales","low"
"7649",0.75,0.76,3,171,4,0,0,0,"sales","low"
"7650",0.55,0.91,4,199,3,0,0,0,"sales","low"
"7651",0.58,0.65,5,187,2,0,0,0,"sales","low"
"7652",0.99,0.64,4,218,4,0,0,0,"accounting","low"
"7653",0.96,0.86,4,268,3,0,0,0,"accounting","low"
"7654",0.82,0.92,3,257,2,0,0,0,"accounting","low"
"7655",0.88,0.77,4,224,5,1,0,0,"hr","low"
"7656",0.78,0.97,4,221,4,0,0,0,"hr","low"
"7657",0.46,0.47,6,101,5,0,0,0,"hr","low"
"7658",0.88,0.59,3,224,2,0,0,0,"hr","low"
"7659",0.91,0.55,3,223,4,1,0,0,"technical","low"
"7660",0.6,0.68,4,271,4,0,0,0,"technical","low"
"7661",0.82,0.51,3,210,2,0,0,0,"technical","low"
"7662",0.67,0.56,4,241,3,0,0,0,"technical","low"
"7663",0.55,0.61,3,209,3,0,0,0,"technical","low"
"7664",0.73,0.62,5,186,4,0,0,0,"technical","low"
"7665",0.59,0.68,4,273,2,0,0,0,"technical","low"
"7666",0.4,0.65,6,172,2,1,0,0,"technical","low"
"7667",0.56,0.99,3,209,2,0,0,0,"technical","low"
"7668",0.87,0.57,4,175,2,1,0,0,"technical","low"
"7669",0.5,0.53,5,239,3,0,0,0,"technical","medium"
"7670",0.98,0.79,4,231,4,0,0,0,"support","medium"
"7671",0.71,0.96,4,131,3,0,0,0,"support","medium"
"7672",0.72,0.89,4,217,3,0,0,0,"support","medium"
"7673",0.5,0.83,4,242,2,0,0,0,"support","medium"
"7674",0.89,0.56,3,224,2,0,0,0,"support","medium"
"7675",0.56,0.68,3,208,3,1,0,0,"support","medium"
"7676",0.32,0.55,4,167,5,0,0,0,"support","medium"
"7677",0.96,0.88,5,269,2,0,0,0,"support","medium"
"7678",0.67,0.92,4,156,2,0,0,0,"support","medium"
"7679",0.26,0.7,3,238,6,0,0,0,"support","medium"
"7680",0.51,0.9,5,193,4,0,0,0,"support","medium"
"7681",0.16,0.78,4,196,5,0,0,0,"technical","high"
"7682",0.77,0.71,5,233,2,0,0,0,"technical","low"
"7683",0.67,0.52,2,152,5,0,0,0,"technical","medium"
"7684",0.36,0.77,4,252,2,0,0,0,"management","medium"
"7685",0.69,0.82,3,262,5,1,0,0,"IT","medium"
"7686",0.72,0.76,3,261,4,0,0,0,"IT","medium"
"7687",0.72,0.81,4,144,2,0,0,0,"IT","low"
"7688",0.88,0.95,4,234,3,0,0,0,"IT","low"
"7689",0.91,0.55,2,234,2,0,0,0,"IT","low"
"7690",0.96,0.6,4,170,2,1,0,0,"product_mng","low"
"7691",0.49,0.8,3,238,4,0,0,0,"product_mng","low"
"7692",0.59,0.97,5,242,3,0,0,0,"product_mng","low"
"7693",0.8,0.87,4,209,3,0,0,0,"product_mng","low"
"7694",0.91,0.67,4,206,3,0,0,0,"IT","low"
"7695",0.18,0.79,4,240,5,0,0,0,"RandD","low"
"7696",0.94,0.58,5,215,2,0,0,0,"RandD","low"
"7697",0.44,0.61,3,147,4,0,0,0,"RandD","low"
"7698",0.96,0.59,2,265,2,0,0,0,"RandD","low"
"7699",0.55,0.97,4,162,3,0,0,0,"RandD","low"
"7700",0.99,0.54,4,239,3,0,0,0,"marketing","low"
"7701",0.75,0.88,3,224,2,0,0,0,"sales","low"
"7702",0.66,0.78,4,256,3,0,0,0,"accounting","low"
"7703",0.96,0.57,3,263,3,0,0,0,"support","low"
"7704",0.6,0.86,6,272,4,0,0,0,"technical","low"
"7705",0.64,0.78,4,159,4,0,0,0,"management","medium"
"7706",0.85,0.8,4,219,2,0,0,0,"marketing","medium"
"7707",0.3,0.53,3,210,6,0,0,0,"marketing","medium"
"7708",0.74,0.95,4,237,3,1,0,0,"marketing","medium"
"7709",0.14,0.8,5,226,3,0,0,0,"sales","medium"
